,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume,prediction
3943,286.49,0.0,0.0,90,2,0,4720,3235.618464933026
3944,287.65,0.0,0.0,90,5,0,4693,3083.716321389
3945,287.65,0.0,0.0,90,3,0,4693,3200.173941211029
3946,288.35,0.0,0.0,90,5,0,4840,3097.465459606511
3947,288.69,0.0,0.0,40,5,0,4933,2865.467880660148
3948,288.69,0.0,0.0,40,3,0,4933,2981.925500482177
3949,288.94,0.0,0.0,1,5,0,5109,2684.211216366405
3950,288.94,0.0,0.0,1,3,0,5109,2800.6688361884335
3951,288.75,0.0,0.0,90,5,0,6159,3105.3221100165165
3952,288.82,0.0,0.0,90,5,0,6844,3106.6970238382673
3953,288.82,0.0,0.0,90,3,0,6844,3223.1546436602966
3954,289.08,0.0,0.0,90,2,1,6436,4839.871216466303
3955,289.69,0.0,0.0,75,4,1,4768,4663.792268981074
3956,290.15,0.0,0.0,75,2,1,3511,4789.285036774609
3957,290.55,0.0,0.0,75,2,0,3287,3243.760747056127
3958,289.29,0.0,0.0,40,2,0,2734,3051.9392860082007
3959,287.62,0.0,0.0,1,1,0,1736,2891.199509657443
3960,286.35,0.0,0.0,1,1,0,1466,2866.254644605674
3961,285.64,0.0,0.0,20,2,0,633,2884.777058298948
3962,285.813,0.0,0.0,0,1,0,364,2850.933576794343
3963,284.05,0.0,0.0,75,2,0,270,3116.0901778935286
3964,284.65,0.0,0.0,75,2,0,374,3127.8751535085366
3965,284.22,0.0,0.0,75,2,0,928,3119.4292543177817
3966,282.95,0.0,0.0,75,2,0,2881,3094.484389266011
3967,281.29,0.0,0.0,20,2,0,5840,2799.3359850901325
3968,280.02,0.0,0.0,1,1,1,6197,4295.304091995817
3969,279.88,0.0,0.0,1,1,1,5690,4292.554264352315
3970,280.65,0.0,0.0,1,1,1,5568,4307.678316391577
3971,282.02,0.0,0.0,1,1,0,4691,2781.2064039173583
3972,283.58,0.0,0.0,1,1,0,5120,2811.8473405163813
3973,284.48,0.0,0.0,1,1,0,5268,2829.524803938896
3974,285.86,0.0,0.0,1,1,0,5140,2856.630247853417
3975,286.68,0.0,0.0,75,2,0,5599,3167.7476543393186
3976,287.29,0.0,0.0,75,2,0,6364,3179.7290462145775
3977,287.93,0.0,0.0,75,2,0,7074,3192.299686870587
3978,287.37,0.0,0.0,1,1,1,6722,4439.670043279679
3979,287.65,0.0,0.0,75,2,1,5110,4740.180971712072
3980,287.15,0.0,0.0,1,1,1,3824,4435.348885554175
3981,286.72,0.0,0.0,90,2,0,3310,3240.1360389187794
3982,285.94,0.0,0.0,90,2,0,2906,3224.8155706192674
3983,285.15,0.0,0.0,90,5,0,2014,3034.6122563264616
3984,284.62,0.0,0.0,1,1,0,1287,2832.274631582398
3985,284.15,0.0,0.0,1,5,0,660,2590.127827706582
3986,283.15,0.0,0.0,1,1,0,379,2803.4014413256255
3987,283.09,0.0,0.0,1,1,0,302,2802.2229437641245
3988,282.69,0.0,0.0,1,1,0,342,2794.366293354118
3989,282.37,0.0,0.0,1,1,0,814,2788.0809730261135
3990,281.55,0.0,0.0,1,1,0,2640,2771.974839685601
3991,281.22,0.0,0.0,1,5,0,5561,2532.577863453289
3992,281.01,0.0,0.0,1,3,1,6472,4198.291681938554
3993,281.01,0.0,0.0,1,5,1,6472,4081.8340621165244
3994,281.02,0.0,0.0,1,3,1,5594,4198.4880981988035
3995,281.53,0.0,0.0,90,2,1,5189,4691.57693997744
3996,282.08,0.0,0.0,90,5,0,4978,2974.312464429666
3997,282.35,0.0,0.0,90,2,0,5292,3154.3021331894633
3998,283.22,0.0,0.0,90,2,0,5530,3171.390347831227
3999,283.35,0.0,0.0,90,2,0,5323,3173.9437592144786
4000,283.48,0.0,0.0,90,4,0,5648,3060.039550775702
4001,283.29,0.0,0.0,90,4,0,6354,3056.3076418309493
4002,283.09,0.0,0.0,90,4,0,6858,3052.3793166259456
4003,283.44,0.0,0.0,90,2,1,5773,4729.092445685219
4004,283.94,0.0,0.0,90,3,1,5138,4680.684448786712
4005,283.94,0.0,0.0,90,4,1,5138,4622.455638875697
4006,284.08,0.0,0.0,90,3,1,3863,4683.434276430214
4007,284.08,0.0,0.0,90,5,1,3863,4566.976656608184
4008,283.94,0.0,0.0,90,5,0,3108,3010.845888836194
4009,283.94,0.0,0.0,90,3,0,3108,3127.303508658222
4010,284.0,0.0,0.0,90,5,0,3134,3012.024386397695
4011,283.86,0.0,0.0,90,2,0,2436,3183.960988487236
4012,283.35,0.0,0.0,90,2,0,1740,3173.9437592144786
4013,283.15,0.0,0.0,90,2,0,1107,3170.015434009475
4014,283.08,0.0,0.0,90,2,0,642,3168.6405201877233
4015,282.15,0.0,0.0,1,1,0,427,2783.75981530061
4016,281.3,0.0,0.0,1,1,0,482,2767.0644331793474
4017,280.16,0.0,0.0,1,1,0,440,2744.6729795108304
4018,280.08,0.0,0.0,1,1,0,809,2743.1016494288288
4019,279.94,0.0,0.0,1,1,0,1428,2740.351821785327
4020,279.58,0.0,0.0,90,2,1,2113,4653.27576922866
4021,280.99,0.0,0.0,75,2,1,3110,4609.3677423854715
4022,282.4,0.0,0.0,75,2,1,3792,4637.062435080743
4023,284.79,0.0,0.0,75,2,0,4455,3130.62498115204
4024,286.23,0.0,0.0,1,1,0,4818,2863.897649482672
4025,287.72,0.0,0.0,90,2,0,5167,3259.7776649437947
4026,288.5,0.0,0.0,90,2,0,4769,3275.0981332433057
4027,289.07,0.0,0.0,90,2,0,4631,3286.293860077564
4028,289.23,0.0,0.0,1,5,0,4283,2689.90728791366
4029,288.93,0.0,0.0,90,5,0,4148,3108.8576027010195
4030,288.93,0.0,0.0,90,3,0,4148,3225.315222523048
4031,289.07,0.0,0.0,1,5,1,3972,4240.145567878146
4032,289.07,0.0,0.0,1,3,1,3972,4356.603187700175
4033,288.65,0.0,0.0,40,5,1,3736,4418.063155747636
4034,287.87,0.0,0.0,40,5,1,3060,4402.742687448124
4035,286.46,0.0,0.0,40,5,0,2718,2821.667054624364
4036,285.77,0.0,0.0,40,2,0,2727,2982.8007624001466
4037,285.23,0.0,0.0,75,2,0,2527,3139.267296603047
4038,283.8,0.0,0.0,40,2,0,2033,2944.1067591308674
4039,282.23,0.0,0.0,1,1,0,1191,2785.331145382612
4040,280.4,0.0,0.0,1,1,0,756,2749.3869697568334
4041,279.69,0.0,0.0,1,1,0,622,2735.441415279073
4042,279.15,0.0,0.0,1,1,0,353,2724.8349372255643
4043,278.77,0.0,0.0,1,1,0,342,2717.3711193360587
4044,277.85,0.0,0.0,1,1,0,460,2699.300823393046
4045,277.69,0.0,0.0,1,1,0,868,2696.1581632290427
4046,278.51,0.0,0.0,1,4,1,1304,4090.958806965001
4047,281.61,0.0,0.0,1,1,1,1965,4326.534277375591
4048,284.29,0.0,0.0,75,2,1,3117,4674.185108268022
4049,285.79,0.0,0.0,75,2,0,3725,3150.2666071770545
4050,287.69,0.0,0.0,75,2,0,3983,3187.585696624583
4051,289.38,0.0,0.0,75,2,0,4088,3220.7800446068586
4052,290.53,0.0,0.0,75,2,0,4184,3243.3679145356255
4053,291.79,0.0,0.0,40,2,0,4091,3101.043351070738
4054,293.3,0.0,0.0,75,2,0,4072,3297.775218624918
4055,294.08,0.0,0.0,1,1,0,4169,3018.084413779041
4056,294.51,0.0,0.0,40,2,1,3827,4707.849513987268
4057,294.93,0.0,0.0,40,2,1,3555,4716.098996917775
4058,295.32,0.0,0.0,40,2,1,3256,4723.75923106753
4059,294.31,0.0,0.0,1,1,0,3049,3022.601987764794
4060,292.3,0.0,0.0,1,1,0,2586,2983.1223194545137
4061,290.69,0.0,0.0,5,1,0,1759,2970.5933600978287
4062,289.92,0.0,0.0,1,1,0,1077,2936.3752495149783
4063,289.15,0.0,0.0,1,1,0,598,2921.2511974757153
4064,288.58,0.0,0.0,1,1,0,366,2910.055470641457
4065,287.8,0.0,0.0,1,1,0,243,2894.735002341946
4066,287.37,0.0,0.0,1,4,0,308,2711.602673418146
4067,287.08,0.0,0.0,1,7,0,875,2531.220172137848
4068,285.82,0.0,0.0,1,4,0,2816,2681.158153079373
4069,285.15,0.0,0.0,1,4,0,5792,2667.998263642612
4070,285.15,0.0,0.0,1,6,0,5792,2551.5406438205828
4071,285.38,0.0,0.0,1,4,1,6559,4225.896777756855
4072,287.15,0.0,0.0,40,4,1,5870,4446.829526621128
4073,288.79,0.0,0.0,90,2,1,5052,4834.175144919051
4074,290.65,0.0,0.0,75,2,0,4392,3245.7249096586274
4075,292.75,0.0,0.0,75,2,0,4573,3286.9723243111603
4076,294.95,0.0,0.0,1,1,0,4794,3035.1726284208034
4077,296.07,0.0,0.0,75,2,0,4831,3352.18252271421
4078,296.22,0.0,0.0,90,2,0,5025,3426.7314861564237
4079,295.94,0.0,0.0,90,5,0,5598,3246.5454011363754
4080,295.94,0.0,0.0,90,3,0,5598,3363.003020958404
4081,294.82,0.0,0.0,75,5,0,6463,3152.9440604498977
4082,293.09,0.0,0.0,90,5,1,5971,4743.947707093571
4083,290.94,0.0,0.0,90,5,1,4545,4701.718211139789
4084,290.36,0.0,0.0,90,5,1,3113,4690.32606804528
4085,290.36,0.0,0.0,90,4,1,3113,4748.554877956295
4086,290.36,0.0,0.0,90,3,1,3113,4806.78368786731
4087,290.02,0.0,0.0,90,5,0,2681,3130.2669750682853
4088,290.02,0.0,0.0,90,3,0,2681,3246.7245948903146
4089,290.02,0.0,0.0,90,4,0,2681,3188.4957849793
4090,289.62,0.0,0.0,75,5,0,2293,3050.8076051198195
4091,289.62,0.0,0.0,75,4,0,2293,3109.036415030834
4092,289.62,0.0,0.0,75,3,0,2293,3167.265224941848
4093,289.35,0.0,0.0,90,4,0,2107,3175.335895542541
4094,289.35,0.0,0.0,90,5,0,2107,3117.1070856315264
4095,289.35,0.0,0.0,90,3,0,2107,3233.564705453555
4096,289.28,0.0,0.0,40,4,0,1022,2935.2852499259216
4097,288.68,0.0,0.0,90,4,0,555,3162.1760061057803
4098,288.68,0.0,0.0,90,7,0,555,2987.4895763727363
4099,288.68,0.0,0.0,90,6,0,555,3045.718386283751
4100,287.81,0.0,0.0,1,4,0,309,2720.2449888691526
4101,287.81,0.0,0.0,1,7,0,309,2545.5585591361087
4102,287.0,0.0,0.0,1,4,0,248,2704.335271788891
4103,287.0,0.0,0.0,1,7,0,248,2529.648842055847
4104,286.22,0.0,0.0,1,4,0,349,2689.014803489379
4105,286.22,0.0,0.0,1,6,0,349,2572.55718366735
4106,286.22,0.0,0.0,1,7,0,349,2514.328373756335
4107,285.65,0.0,0.0,1,4,0,934,2677.8190766551197
4108,285.65,0.0,0.0,1,6,0,934,2561.3614568330904
4109,285.65,0.0,0.0,1,7,0,934,2503.1326469220758
4110,285.01,0.0,0.0,1,7,0,3020,2490.5620062660664
4111,285.01,0.0,0.0,1,4,0,3020,2665.2484359991104
4112,284.38,0.0,0.0,1,4,0,5914,2652.874211603351
4113,284.29,0.0,0.0,1,1,1,6264,4379.173835122632
4114,285.86,0.0,0.0,5,1,1,5433,4429.105246525496
4115,287.74,0.0,0.0,5,1,1,5399,4466.031503452523
4116,289.72,0.0,0.0,1,1,0,4528,2932.4469243099757
4117,291.08,0.0,0.0,5,6,0,4808,2687.109544692512
4118,292.35,0.0,0.0,1,6,0,4967,2692.9603512006925
4119,293.81,0.0,0.0,5,1,0,5017,3031.8752332958757
4120,294.88,0.0,0.0,5,1,0,5380,3052.891773142642
4121,295.75,0.0,0.0,5,1,0,6033,3069.9799877844052
4122,296.36,0.0,0.0,5,1,0,6888,3081.961379659665
4123,297.22,0.0,0.0,5,1,1,6548,4652.2341181696665
4124,297.58,0.0,0.0,1,1,1,4953,4640.211044995083
4125,297.35,0.0,0.0,1,1,1,3602,4635.69347100933
4126,296.51,0.0,0.0,1,6,0,3050,2774.669515464755
4127,293.56,0.0,0.0,5,1,0,2773,3026.964826789622
4128,289.59,0.0,0.0,1,1,0,3335,2929.893512926722
4129,287.73,0.0,0.0,1,1,0,2286,2893.360088520195
4130,285.94,0.0,0.0,1,1,0,720,2858.201577935418
4131,285.01,0.0,0.0,1,1,0,442,2839.9348657321534
4132,285.44,0.0,0.0,1,1,0,352,2848.38076492291
4133,284.37,0.0,0.0,1,1,0,367,2827.364225076144
4134,284.82,0.0,0.0,1,1,0,895,2836.2029567874006
4135,285.01,0.0,0.0,1,1,0,3014,2839.9348657321534
4136,285.02,0.0,0.0,1,1,0,5844,2840.1312819924033
4137,285.61,0.0,0.0,1,1,1,5988,4405.100781475652
4138,289.0,0.0,0.0,5,1,1,5293,4490.779952244042
4139,292.57,0.0,0.0,1,1,1,5122,4541.806498609758
4140,296.07,0.0,0.0,1,1,0,4941,3057.1712495688207
4141,298.29,0.0,0.0,5,1,0,5110,3119.869717887944
4142,299.29,0.0,0.0,5,1,0,5042,3139.511343912959
4143,300.61,0.0,0.0,40,2,0,4952,3274.2824926113717
4144,301.44,0.0,0.0,1,1,0,5286,3162.646781323152
4145,301.94,0.0,0.0,40,2,0,5871,3300.4058552246415
4146,302.42,0.0,0.0,40,2,0,6775,3309.8338357166494
4147,302.3,0.0,0.0,1,1,1,6123,4732.9195198331545
4148,302.87,0.0,0.0,40,2,1,4717,4872.053507556395
4149,302.55,0.0,0.0,40,2,1,3697,4865.76818722839
4150,301.43,0.0,0.0,20,2,0,3387,3194.918333233937
4151,298.63,0.0,0.0,20,2,0,3187,3139.921780363895
4152,295.09,0.0,0.0,5,1,0,2443,3057.0165146078944
4153,293.37,0.0,0.0,1,1,0,2291,3004.13885930128
4154,293.49,0.0,0.0,1,1,0,684,3006.495854424282
4155,292.16,0.0,0.0,1,1,0,495,2980.372491811012
4156,291.89,0.0,0.0,40,2,0,294,3103.0075136732394
4157,289.58,0.0,0.0,1,1,0,364,2929.697096666472
4158,289.66,0.0,0.0,40,2,0,929,3059.2066876374565
4159,288.42,0.0,0.0,1,1,0,2935,2906.9128104774554
4160,287.35,0.0,0.0,1,1,0,5846,2885.8962706306893
4161,286.95,0.0,0.0,1,1,1,6323,4431.420560349172
4162,287.88,0.0,0.0,40,2,1,5494,4577.625533441418
4163,289.75,0.0,0.0,40,2,1,5299,4614.355374108196
4164,291.71,0.0,0.0,40,2,0,4444,3099.4720209887364
4165,294.34,0.0,0.0,75,2,0,4913,3318.2025096909338
4166,296.14,0.0,0.0,1,1,0,5120,3058.5461633905716
4167,298.35,0.0,0.0,1,1,0,5096,3101.9541569058556
4168,299.65,0.0,0.0,1,1,0,5480,3127.488270738375
4169,301.15,0.0,0.0,1,1,0,6289,3156.950709775897
4170,301.82,0.0,0.0,75,2,0,6594,3465.121872358047
4171,302.08,0.0,0.0,40,2,1,6171,4856.536622996633
4172,301.65,0.0,0.0,75,2,1,4989,5015.163736062283
4173,301.55,0.0,0.0,40,2,1,3647,4846.126561203375
4174,300.3,0.0,0.0,40,2,0,3400,3268.193588543617
4175,298.59,0.0,0.0,1,1,0,3238,3106.6681471518586
4176,296.73,0.0,0.0,90,2,0,2677,3436.748715429181
4177,295.3,0.0,0.0,1,1,0,1852,3042.0471975295595
4178,294.23,0.0,0.0,1,1,0,736,3021.0306576827934
4179,293.01,0.0,0.0,1,1,0,453,2997.067873932275
4180,291.94,0.0,0.0,1,1,0,365,2976.0513340855086
4181,290.8,0.0,0.0,1,1,0,351,2953.6598804169917
4182,289.56,0.0,0.0,1,1,0,846,2929.3042641459724
4183,288.22,0.0,0.0,1,1,0,2786,2902.9844852724527
4184,287.22,0.0,0.0,1,1,0,5552,2883.3428592474374
4185,286.82,0.0,0.0,1,1,1,6583,4428.867148965921
4186,287.75,0.0,0.0,75,2,1,5321,4742.145134314573
4187,289.21,0.0,0.0,1,1,1,4984,4475.810635165706
4188,291.15,0.0,0.0,1,1,0,4736,2960.534449525746
4189,293.88,0.0,0.0,75,2,0,5133,3309.1673617194265
4190,296.14,0.0,0.0,75,2,0,5337,3353.5574365359607
4191,298.14,0.0,0.0,75,2,0,5316,3392.8406885859913
4192,299.77,0.0,0.0,1,1,0,5810,3129.845265861377
4193,300.61,0.0,0.0,75,2,0,6400,3441.355504867779
4194,301.44,0.0,0.0,40,2,0,6496,3290.585042212134
4195,301.44,0.0,0.0,40,2,1,6197,4843.965982340624
4196,301.38,0.0,0.0,1,1,1,5241,4714.84922389014
4197,300.62,0.0,0.0,40,2,1,3850,4827.859849000111
4198,299.37,0.0,0.0,75,2,0,3441,3416.99988859676
4199,297.87,0.0,0.0,40,5,0,3196,3045.7780075697874
4200,296.35,0.0,0.0,1,3,0,2728,2946.2132850337966
4201,296.35,0.0,0.0,1,8,0,2728,2655.0692354787243
4202,295.37,0.0,0.0,1,1,0,1797,3043.4221113513104
4203,294.62,0.0,0.0,90,5,0,1420,3220.6184547833554
4204,293.51,0.0,0.0,75,5,0,855,3127.2135303571285
4205,292.72,0.0,0.0,75,2,0,639,3286.3830755304098
4206,292.28,0.0,0.0,75,5,0,494,3103.054330346359
4207,291.0,0.0,0.0,1,5,0,477,2724.6729659779367
4208,289.35,0.0,0.0,1,1,0,806,2925.17952268072
4209,288.94,0.0,0.0,75,6,0,1430,2979.2224895117943
4210,287.75,0.0,0.0,1,4,1,2062,4272.4474314361405
4211,287.42,0.0,0.0,90,6,1,3277,4574.350877620721
4212,287.35,0.0,0.0,90,6,1,3569,4572.97596379897
4213,287.35,0.0,0.0,90,4,1,3569,4689.433583620999
4214,286.76,0.0,0.0,40,6,0,3857,2769.3307325208543
4215,286.76,0.0,0.0,40,4,0,3857,2885.7883523428836
4216,286.93,0.0,0.0,75,2,0,4112,3172.6580608455715
4217,287.81,0.0,0.0,75,4,0,4259,3073.4850719255564
4218,288.48,0.0,0.0,90,2,0,4542,3274.705300722806
4219,288.49,0.0,0.0,90,2,0,4802,3274.901716983056
4220,287.8,0.0,0.0,90,2,0,4598,3261.3489950257954
4221,287.36,0.0,0.0,90,2,0,4398,3252.7066795747887
4222,287.15,0.0,0.0,90,2,1,4133,4801.962878238024
4223,286.88,0.0,0.0,90,2,1,3640,4796.6596392112715
4224,286.62,0.0,0.0,90,2,1,2979,4791.552816444768
4225,286.08,0.0,0.0,90,2,0,2706,3227.565398262769
4226,285.49,0.0,0.0,90,2,0,2705,3215.976838908011
4227,284.94,0.0,0.0,75,2,0,2714,3133.5712250557917
4228,284.44,0.0,0.0,1,1,0,2047,2828.739138897895
4229,283.76,0.0,0.0,1,1,0,1216,2815.3828332008843
4230,283.01,0.0,0.0,1,8,0,761,2393.049944305021
4231,282.51,0.0,0.0,1,1,0,525,2790.830800669615
4232,281.42,0.0,0.0,1,1,0,324,2769.4214283023493
4233,281.09,0.0,0.0,1,1,0,273,2762.939691714094
4234,280.58,0.0,0.0,1,1,0,433,2752.9224624413364
4235,280.15,0.0,0.0,1,1,0,850,2744.4765632505796
4236,279.58,0.0,0.0,1,1,1,1242,4286.66177654481
4237,280.41,0.0,0.0,1,1,1,1829,4302.964326145573
4238,282.22,0.0,0.0,1,1,1,2638,4338.515669250852
4239,284.58,0.0,0.0,1,1,0,3501,2831.4889665413966
4240,286.28,0.0,0.0,1,1,0,4300,2864.8797307839222
4241,288.68,0.0,0.0,40,2,0,4661,3039.957894132941
4242,290.21,0.0,0.0,40,2,0,3956,3070.0095819512135
4243,291.93,0.0,0.0,40,2,0,3932,3103.7931787142406
4244,293.21,0.0,0.0,40,2,0,3920,3128.9344600262593
4245,294.48,0.0,0.0,20,2,0,3938,3058.409032360082
4246,294.86,0.0,0.0,40,2,1,3768,4714.724083096024
4247,295.22,0.0,0.0,40,2,1,3378,4721.7950684650295
4248,295.01,0.0,0.0,40,2,1,2842,4717.670326999776
4249,294.23,0.0,0.0,75,2,0,2692,3316.0419308281826
4250,292.01,0.0,0.0,75,2,0,2194,3272.4375210526487
4251,288.5,0.0,0.0,75,2,0,1696,3203.4954137048453
4252,287.03,0.0,0.0,1,1,0,1107,2879.6109503026837
4253,286.9,0.0,0.0,1,1,0,652,2877.057538919432
4254,286.2,0.0,0.0,1,6,0,350,2572.164351146849
4255,286.53,0.0,0.0,1,1,0,321,2869.790137290176
4256,287.77,0.0,0.0,75,2,0,333,3189.1570267065845
4257,287.93,0.0,0.0,75,2,0,860,3192.299686870587
4258,287.8,0.0,0.0,90,3,0,2796,3203.1201851147816
4259,287.29,0.0,0.0,75,5,0,5721,3005.0426164815344
4260,287.35,0.0,0.0,90,3,1,6799,4747.662393532014
4261,287.35,0.0,0.0,90,5,1,6799,4631.204773709985
4262,287.75,0.0,0.0,75,3,1,5726,4683.916324403559
4263,287.75,0.0,0.0,75,5,1,5726,4567.45870458153
4264,288.55,0.0,0.0,75,2,1,4865,4757.858435134585
4265,289.61,0.0,0.0,40,2,0,4254,3058.2246063362054
4266,290.01,0.0,0.0,90,5,0,4454,3130.0705588080355
4267,290.36,0.0,0.0,90,5,0,4810,3136.9451279167915
4268,290.65,0.0,0.0,75,2,0,2040,3245.7249096586274
4269,291.36,0.0,0.0,75,2,0,4224,3259.6704641363895
4270,292.22,0.0,0.0,75,2,0,5895,3276.562262517902
4271,292.89,0.0,0.0,90,2,0,6968,3361.3248714931224
4272,292.66,0.0,0.0,90,2,1,6134,4910.188237635859
4273,291.63,0.0,0.0,90,2,1,4586,4889.957362830093
4274,291.1,0.0,0.0,90,2,1,3249,4879.547301036835
4275,290.29,0.0,0.0,90,2,0,2699,3310.2566438280837
4276,289.15,0.0,0.0,90,2,0,2318,3287.865190159565
4277,288.62,0.0,0.0,90,2,0,1668,3277.4551283663077
4278,288.29,0.0,0.0,75,2,0,1060,3199.3706722395927
4279,288.15,0.0,0.0,90,2,0,554,3268.2235641345505
4280,287.58,0.0,0.0,90,2,0,333,3257.027837300292
4281,287.76,0.0,0.0,90,2,0,249,3260.563329984795
4282,287.51,0.0,0.0,90,6,0,337,3022.7376838344835
4283,287.54,0.0,0.0,75,2,0,886,3184.6394527208313
4284,287.0,0.0,0.0,75,6,0,3026,2941.1177350232656
4285,287.0,0.0,0.0,75,4,0,3026,3057.575354845295
4286,286.72,0.0,0.0,75,6,0,5875,2935.6180797362613
4287,286.72,0.0,0.0,75,4,0,5875,3052.0756995582906
4288,286.58,0.0,0.0,1,4,1,6019,4249.466728986873
4289,287.61,0.0,0.0,20,4,1,5752,4360.394381874688
4290,288.65,0.0,0.0,75,4,1,5085,4643.364977915058
4291,289.62,0.0,0.0,90,4,0,4450,3180.6391345692946
4292,290.51,0.0,0.0,40,6,0,4631,2842.9868301146607
4293,291.88,0.0,0.0,75,6,0,4760,3036.968870025339
4294,293.14,0.0,0.0,75,6,0,4840,3061.717318816858
4295,294.51,0.0,0.0,75,2,0,5197,3321.541586115186
4296,295.29,0.0,0.0,75,2,0,5901,3336.862054414699
4297,295.86,0.0,0.0,40,2,0,6907,3180.98476899255
4298,296.15,0.0,0.0,40,2,1,6371,4740.061780668293
4299,297.0,0.0,0.0,75,2,1,4649,4923.830175045963
4300,296.58,0.0,0.0,1,1,1,3367,4620.569418970068
4301,295.72,0.0,0.0,20,2,0,3028,3082.7646486311014
4302,293.95,0.0,0.0,40,2,0,3047,3143.46926328477
4303,291.74,0.0,0.0,40,2,0,1953,3100.061269769488
4304,290.88,0.0,0.0,75,2,0,1084,3250.2424836443815
4305,290.51,0.0,0.0,1,1,0,599,2947.9638088697366
4306,289.29,0.0,0.0,1,1,0,363,2924.001025119219
4307,289.23,0.0,0.0,1,1,0,303,2922.822527557718
4308,288.94,0.0,0.0,1,1,0,349,2917.126456010463
4309,288.75,0.0,0.0,1,4,0,919,2738.708117332667
4310,288.95,0.0,0.0,1,4,0,2989,2742.6364425376696
4311,289.08,0.0,0.0,40,4,0,5979,2931.356924720918
4312,289.72,0.0,0.0,90,4,1,6641,4735.984237300286
4313,289.72,0.0,0.0,90,8,1,6641,4503.068997656228
4314,291.01,0.0,0.0,75,2,1,5557,4806.176835156122
4315,292.43,0.0,0.0,40,2,1,5217,4666.994931855237
4316,294.37,0.0,0.0,75,2,0,4728,3318.7917584716843
4317,295.28,0.0,0.0,1,1,0,4956,3041.654365009058
4318,296.01,0.0,0.0,20,2,0,4760,3088.4607201783547
4319,296.58,0.0,0.0,40,2,0,4912,3195.12673973056
4320,297.36,0.0,0.0,40,2,0,5221,3210.447208030073
4321,298.58,0.0,0.0,1,1,0,5959,3106.471730891609
4322,299.08,0.0,0.0,75,2,0,6897,3411.3038170495056
4323,300.45,0.0,0.0,75,2,1,6228,4991.593784832265
4324,300.5,0.0,0.0,75,2,1,4632,4992.575866133517
4325,300.37,0.0,0.0,75,2,1,3359,4990.022454750264
4326,300.08,0.0,0.0,75,2,0,2993,3430.94544307452
4327,298.02,0.0,0.0,75,2,0,2888,3390.4836934629893
4328,296.89,0.0,0.0,75,2,0,2028,3368.288656054722
4329,296.09,0.0,0.0,1,1,0,1215,3057.5640820893204
4330,295.75,0.0,0.0,1,1,0,628,3050.885929240816
4331,295.62,0.0,0.0,1,1,0,356,3048.332517857564
4332,295.35,0.0,0.0,1,8,0,261,2635.427609453709
4333,295.08,0.0,0.0,1,1,0,363,3037.7260398040553
4334,294.34,0.0,0.0,1,1,0,883,3023.1912365455446
4335,294.15,0.0,0.0,1,1,0,3012,3019.4593276007918
4336,294.02,0.0,0.0,1,1,0,5763,3016.90591621754
4337,294.22,0.0,0.0,1,1,1,6298,4574.215181551033
4338,295.28,0.0,0.0,75,2,1,5695,4890.046578282936
4339,296.79,0.0,0.0,1,1,1,5232,4624.6941604353215
4340,298.86,0.0,0.0,1,1,0,4532,3111.971386178613
4341,300.88,0.0,0.0,1,1,0,4923,3151.6474707491434
4342,302.58,0.0,0.0,75,2,0,4969,3480.049508137058
4343,303.88,0.0,0.0,75,2,0,5036,3505.5836219695784
4344,304.62,0.0,0.0,1,1,0,5414,3225.1071520827
4345,305.37,0.0,0.0,1,1,0,6184,3239.8383716014614
4346,305.43,0.0,0.0,40,2,0,6193,3368.9551300519443
4347,305.62,0.0,0.0,75,8,1,6107,4743.768131915507
4348,305.08,0.0,0.0,75,2,1,4787,5082.534513328086
4349,303.73,0.0,0.0,75,8,1,3746,4706.645458728228
4350,298.09,0.0,0.0,90,8,0,2938,3114.0884673571136
4351,298.09,0.0,0.0,90,4,0,2938,3347.003707001172
4352,298.09,0.0,0.0,90,5,0,2938,3288.7748970901575
4353,294.95,0.0,0.0,75,8,0,2626,2980.8110421001056
4354,294.95,0.0,0.0,75,5,0,2626,3155.4974718331496
4355,294.95,0.0,0.0,75,4,0,2626,3213.726281744164
4356,293.69,0.0,0.0,75,8,0,1938,2956.0625933085867
4357,293.69,0.0,0.0,75,5,0,1938,3130.7490230416306
4358,293.51,0.0,0.0,1,5,0,1261,2773.9734473007247
4359,293.51,0.0,0.0,1,8,0,1261,2599.287017567681
4360,293.89,0.0,0.0,40,8,0,648,2792.917906257183
4361,293.89,0.0,0.0,40,5,0,648,2967.604335990227
4362,294.09,0.0,0.0,1,8,0,430,2610.679160662189
4363,294.09,0.0,0.0,1,3,0,430,2901.8232102172624
4364,294.09,0.0,0.0,1,5,0,430,2785.365590395233
4365,293.82,0.0,0.0,90,8,0,300,3030.218724230299
4366,293.22,0.0,0.0,75,8,0,329,2946.8310290768304
4367,293.22,0.0,0.0,90,8,0,788,3018.433748615291
4368,293.22,0.0,0.0,90,5,0,788,3193.120178348335
4369,293.22,0.0,0.0,90,4,0,788,3251.3489882593494
4370,292.15,0.0,0.0,40,8,0,2645,2758.741476973656
4371,292.15,0.0,0.0,40,5,0,2645,2933.4279067067
4372,291.84,0.0,0.0,1,8,0,5111,2566.4855021059047
4373,291.84,0.0,0.0,1,5,0,5111,2741.1719318389487
4374,291.86,0.0,0.0,40,8,1,6075,4306.426345554892
4375,292.58,0.0,0.0,90,2,1,5206,4908.616907553856
